region_id,x,y,distance,elevation,height_std,point_density,point_count,semantic_label,semantic_importance,confidence,dynamic_relevance,uncertainty,semantic_source,dominant_class_ratio,uncertainty_source,dynamic_source,terrain_complexity
102,-2.223610043525696,-14.241520166397095,14.414067374463166,-2.7158769369125366,0.012652278432811467,1.0,4,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.004788155829852982
103,-2.3414409160614014,-8.762957572937012,9.070378767642538,-2.3745148181915283,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
104,-2.0299859046936035,-7.787362098693848,8.047599097210805,-2.307654619216919,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
105,-2.0363610982894897,-5.123718023300171,5.513551750452496,-2.152978539466858,0.0003637075424194336,0.5,2,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.00013764227517162973
106,-2.834718768484091,-2.358813875222922,3.687768077623665,-0.33911522317696213,0.6455307386479924,291.25,1165,vehicle,1.0,0.0,0.8,0.5,annotation,0.9974248927038627,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.2442960598773241
107,-2.27936797229346,-0.7887769664265257,2.4119882785540714,-0.7486349116478935,0.4966364295602573,559.75,2239,vehicle,1.0,0.0,0.8,0.5,annotation,0.9973202322465387,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1879481729827776
108,-3.5327251382694125,1.0871917089672796,3.69623223223431,-1.8724571819518023,0.03339028903751916,78.5,314,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.01263629376831118
109,-3.252929529052543,3.006123956841735,4.4292586021680656,-1.7653171605077282,0.04494119472808285,79.75,319,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.01700764369678921
110,-2.920705727038493,4.838691243688569,5.651854111325227,-1.6462966786086104,0.03538680689769053,65.5,262,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.013391860339371925
111,-2.878150082060269,6.837657017367227,7.41871291950395,-1.5427064799836703,0.03027017873515223,28.0,112,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.011455512424192212
112,-3.0012705326080322,8.946335142309016,9.436341308389315,-1.444946937488787,0.03998759939585802,16.5,66,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0151329942812962
113,-2.977806297938029,10.925625801086426,11.324161315232347,-1.3238757967948913,0.013601292414393314,7.5,30,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.005147302749726242
114,-2.9628682411634006,12.605449933272142,12.948975103641422,-1.20916492663897,0.011699078890086343,6.5,26,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.004427424917096874
115,-2.975201639262113,14.559733434156938,14.86060774221483,-1.0398000207814304,0.010157632961606215,5.5,22,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0038440767598420704
116,-3.0237004505960563,17.088703456677887,17.354150807377742,-0.8096426129341125,0.008414526443401484,4.75,19,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0031844117294273005
117,-2.916443188985189,19.92450735304091,20.13682284115246,-0.20758369589869594,0.3206636305027508,2.25,9,unknown,0.5,0.0,0.2,0.5,fallback,0.5555555555555556,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1213526433177293
118,-2.883093105422126,20.64869711134169,20.84900281189638,0.011194739027814649,0.3878175708440057,9.0,36,vehicle,1.0,0.0,0.8,0.5,annotation,0.6944444444444444,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1467665268842427
119,-2.1875386238098145,26.837013244628906,26.92602096714342,4.5109769416740164e-05,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
120,-2.6682662963867188,59.91853713989258,59.97791875359731,9.8540620803833,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
121,-1.4330291748046875,-43.6588134765625,43.6823255653487,-4.075645923614502,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
122,-1.3596237421035766,-35.600076293945314,35.62602993395165,-1.160588300228119,0.4071503904415899,1.25,5,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.15408288127489603
123,-1.4522327184677124,-30.895214716593426,30.929327057875007,-3.6118475198745728,0.004805182495171075,1.5,6,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0018184837379245278
124,-1.4309405485788982,-23.309757232666016,23.353637256311764,-3.282648245493571,0.034878690487343364,2.25,9,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.013199567657435811
125,-1.5076040253043175,-18.166064739227295,18.22851551846477,-2.779444098472595,0.37307592552828606,1.0,4,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.14118766649676992
126,-0.9775253136952718,-17.70117696126302,17.728147719174267,-2.9127668539683023,0.009930017409444356,0.75,3,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0037579374341201
127,-1.8227575540542602,-14.065141487121583,14.182758904867931,-2.672333002090454,0.01141839725940412,1.25,5,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0043212031489449475
128,-1.2644639015197754,-13.950215021769205,14.007404046140804,-2.6400994459788003,0.016101498602254204,0.75,3,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.006093486229469697
129,-1.300180108923661,-10.811168545170835,10.889069456465599,-2.4456177887163664,0.053756120594939,9.5,38,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.020343583456828955
130,-1.315345754990211,-8.794832926530104,8.892649810981474,-2.3302054221813497,0.016432060522289165,6.5,26,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.006218584803054525
131,-1.417134605136446,-6.85961225280514,7.004466485601143,-0.9725413582530965,1.0197121221200556,77.0,308,vehicle,1.0,0.0,0.8,0.5,annotation,0.7564935064935064,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.3859020782880408
132,-1.5564100096098092,-4.858707751880507,5.1019068137508485,-0.5674539417558762,0.8426734500315777,178.5,714,vehicle,1.0,0.0,0.8,0.5,annotation,0.9453781512605042,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.31890317730973605
133,-1.844515497865493,-2.974210304511505,3.4997377555080336,-0.4618215277109665,0.6261328936623874,353.0,1412,vehicle,1.0,0.0,0.8,0.5,annotation,0.9992917847025495,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.23695509713708432
134,-0.41622682292749213,-0.6758806040920642,0.7937627851645399,-0.3165441702118155,0.17896967725424062,257.75,1031,unknown,0.5,0.0,0.2,0.5,fallback,0.9699321047526673,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.06772967478248731
135,-0.3099553777000506,0.5409264625516874,0.6234370650305154,-0.3333376336787779,0.0810641702759276,321.75,1287,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.03067810130484357
136,-1.6849764737215909,3.7738822286779232,4.132956906734728,-1.6733187892220236,0.010204290943202307,13.75,55,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0038617341081034827
137,-0.9957116697629292,4.888136447906494,4.988518784434314,-1.6026359688440959,0.030907598450895992,93.75,375,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.011696738930881058
138,-1.0129460052321,6.9433127130780905,7.0168120283436055,-1.4977624314171927,0.03032002974031542,35.0,140,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.011474378147252585
139,-0.9884688033395119,9.044005535744333,9.097862754831466,-1.3862467408180237,0.030488890118104656,18.5,74,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.011538282036709044
140,-0.9746234985368867,10.924387993351106,10.96777753207887,-1.2823600115314606,0.008003708772461116,7.75,31,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0030289409945264208
141,-0.9680866750854032,12.551452707361292,12.588731344961058,-1.1756474000436288,0.0071428498989863035,6.75,27,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.002703155685927805
142,-0.8311439855345364,14.644815642258216,14.668381830332246,-0.8656736067594403,0.3504226617371184,7.25,29,unknown,0.5,0.0,0.2,0.5,fallback,0.8275862068965517,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.13261471596751298
143,-0.9942532321438193,16.844004948933918,16.873323389579742,-0.7873381574948629,0.004136669489620103,5.25,21,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0015654902188631439
144,-1.7495444019635518,19.671855926513672,19.749501796449273,0.6893282036344317,0.44122476179293,1.5,6,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.16697806064522863
145,-1.2995299196669035,20.770271709987096,20.810885731241708,0.0572194651404061,0.6308956135847338,7.0,28,unknown,0.5,0.0,0.2,0.5,fallback,0.5,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.2387575112463881
146,-0.8550771214067936,26.59766459465027,26.611405802269555,1.654033371778496e-05,6.563826514724365e-06,2.0,8,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),2.4840288142186645e-06
147,-0.7482211738824844,36.99067783355713,36.998244303089045,0.8590212613344193,0.003309856271282955,1.0,4,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.001252589222208361
148,-1.5965481996536255,39.40897750854492,39.4413041673677,0.9157398343086243,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
149,-1.8697082996368408,40.395931243896484,40.43917741729353,0.9389177560806274,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
150,-0.25269678235054016,45.034366607666016,45.03507556802224,6.598671913146973,0.8932907741694923,1.0,4,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.33805890779334496
151,-0.5641498068968455,46.9809455871582,46.984332636189926,6.611981232961019,0.961671546768235,0.75,3,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.36393707643366036
152,-0.8673864801724752,48.81352742513021,48.82123328009981,6.870258967081706,0.9985541096720323,0.75,3,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.37789499393646814
153,-0.9084637140234312,51.11818250020345,51.12625439481953,6.580824136734009,2.0519563534125065,1.5,6,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.7765468352890749
154,-0.9389189183712006,52.87810802459717,52.88644322504816,4.935544908046722,1.92760355019713,1.0,4,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.7294864893730265
155,-0.6095603108406067,54.573272705078125,54.5766768639808,2.5451414585113525,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
156,-1.6757656335830688,60.37638854980469,60.39963977355895,5.63503885269165,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
157,0.8386683848686516,-6.913925731182099,6.964605780378392,-0.9595444560050964,0.1268681707153261,10.0,40,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.048012267075787644
158,0.7653259385871813,-5.0240592165112,5.082016804703176,-0.6966870585417846,0.2151332515386268,60.25,241,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.08141549666489652
159,0.7730659770419299,-3.5935915895410484,3.6758035199504278,-1.1124984747654683,0.13737856251355007,92.5,370,vehicle,1.0,0.0,0.8,0.5,annotation,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.05198984265871151
160,0.048885772088664466,-0.12348061626990016,0.13280542649718488,-0.06684882095312886,0.13919287456290735,1170.0,4680,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.05267645486555117
161,0.23088408879811215,0.437178238386027,0.4944009249368819,-0.2630709663656571,0.16154228932083647,380.75,1523,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.06113441610433189
162,1.7020646860966315,3.775937502200787,4.141826676260553,-1.68015049971067,0.007088978761702413,13.0,52,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.002682768575304493
163,0.9803580560218664,4.885290838335219,4.982686874882768,-1.607612161981351,0.03175896817707771,96.75,387,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.012018933145893404
164,0.9891977646879645,6.967585401402579,7.037453981625884,-1.5021173995402124,0.032575600117689216,36.0,144,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.012327981117612302
165,1.0145524635910987,9.02541483561198,9.082259061283352,-1.3856888310114543,0.03465135061764841,18.75,75,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.013113532661587554
166,1.0201005920534953,10.809627443552017,10.857654013934171,-1.2696405313909054,0.001074633505428023,8.0,32,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0004066866463060558
167,1.021615085857255,12.332764557429723,12.375006222731603,-1.1558239672865187,0.004154218101151549,7.0,28,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0015721313536639883
168,1.0311240275738804,14.98617858013124,15.021609940210288,0.08151542066333195,0.6976885174351708,32.75,131,vehicle,1.0,0.0,0.8,0.5,annotation,0.816793893129771,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.26403476337632037
169,1.0571271072734485,16.644132267345082,16.677669401142655,-0.7784572839736938,0.002633079825922844,2.75,11,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0009964684689727622
170,0.7849218249320984,28.361127853393555,28.37198751211819,3.987426996231079,0.00014257431030273438,0.5,2,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),5.395613277786599e-05
171,1.9090617299079895,31.75572109222412,31.813052962199766,5.608988523483276,0.3650834560394287,0.5,2,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.13816297892123017
172,1.7702713161706924,32.848819732666016,32.89648641362851,5.021135717630386,0.8954957517860617,2.0,8,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.3388933643290225
173,0.6784373621145884,41.916552225748696,41.92204226595158,7.3384581671820746,0.6859683686538298,2.25,9,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.2595993647236484
174,1.0797301600484743,42.28246307373047,42.29624688787291,5.860783214154451,1.24265364744798,5.75,23,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.4702725551064214
175,0.043891774490475655,50.14578437805176,50.14580358691969,4.092989802360535,0.5896884202957153,0.5,2,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.22316297119366427
176,0.4420747756958008,64.9225082397461,64.92401332517272,6.057095527648926,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
177,3.4910178581873574,-12.72474972407023,13.194940743573214,-0.7916991636157036,0.2867342153437112,3.0,12,unknown,0.5,0.0,0.2,0.5,fallback,0.9166666666666666,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.10851232148478987
178,3.526686906814575,-10.98024107615153,11.532701965675809,-1.3129125038782756,0.4449619289813637,3.75,15,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1683923623423861
179,3.6815430777413503,-8.919470254476968,9.649389050803407,-1.6604476969737512,0.4510908825499836,19.25,77,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1707118168909345
180,3.3889502121851995,-6.786561371729924,7.5856706224912545,-2.1035908222198487,0.04703761944081662,16.25,65,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.01780101923491302
181,3.0314904683009143,-4.84186794633549,5.712584324905003,-2.025161625084719,0.023989825303654757,52.75,211,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.009078761781511355
182,3.206291379369035,-2.9094653829019896,4.329583493099678,-1.9454039326127694,0.023590160296749357,98.0,392,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.008927511685098713
183,3.3800109115985073,-1.018130298503288,3.5300230972693885,-1.8807220192766,0.020950636504358962,126.5,506,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.007928604547409257
184,3.511240277840541,1.104690897438335,3.6809170416640518,-1.6779771835198727,0.4060282773286465,130.0,520,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.15365822634242465
185,3.221446226958801,2.954726597174209,4.371284142816133,-1.7369614345352857,0.029528939327513368,89.25,357,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.011174996166993932
186,2.918379191726331,4.845150675092425,5.656184418055145,-1.6518711054187023,0.025531964681550844,64.75,259,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.009662372369274731
187,2.908979329012208,6.849260475675939,7.441406439664273,-1.5593286045527055,0.031800751552084165,29.5,118,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.01203474573741125
188,2.9963011741638184,8.893589274984011,9.384761633542224,-1.432572406782231,0.04728730247308621,17.75,71,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.017895509825910184
189,3.1706684642367895,11.02549934387207,11.472348246624538,-1.2504055976867676,0.06298996798194088,11.25,45,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.023838060790127825
190,2.965349628079322,13.053690141247165,13.386266272581148,-1.066951657495191,0.07780202501375262,7.75,31,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.02944356794092363
191,2.85849223353646,14.745563116940586,15.020073551246906,0.1968898798096978,0.5822912757202948,27.5,110,vehicle,1.0,0.0,0.8,0.5,annotation,0.9272727272727272,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.22036357967606907
192,3.0756026840209962,16.293798522949217,16.581531961083066,-0.5878030252456665,0.503299295560203,6.25,25,unknown,0.5,0.0,0.2,0.5,fallback,0.88,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.1904696825156721
193,3.3282998852107837,24.674260927283246,24.897725446987135,4.170830322348553,0.47591468749703747,5.75,23,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.18010619174662265
194,3.051126377923148,26.974803243364608,27.146811639533144,3.9558038881846835,0.8466999516019433,3.5,14,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.3204269753410899
195,2.407448689142863,28.961449729071724,29.061338227968864,4.77516147825453,0.5502363049841882,2.25,9,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.2082326266765033
196,2.392138659954071,30.669946908950806,30.763094297653282,4.600931286811829,0.9549461799198169,2.0,8,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.3613919139434292
197,2.6244743210928783,32.772871834891184,32.87778876032085,3.6229176180703297,0.35483971749432225,1.75,7,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.13428631617667325
198,2.60005521774292,34.02265167236328,34.121856836260775,3.183351516723633,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
199,2.64547336101532,38.97452354431152,39.06420375241168,3.6444642543792725,0.044960737228393555,0.5,2,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.017015039403206006
200,2.3065853118896484,41.09142303466797,41.15610990867658,3.839637279510498,0.05416226387023926,0.5,2,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.020497285203254435
201,2.014735778172811,42.30127080281576,42.349222800294726,4.950543562571208,0.8097119187084245,0.75,3,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.3064291435454659
202,4.561059951782227,-69.96133422851562,70.10985347950617,-3.2700698375701904,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
203,4.777101516723633,-23.79886245727539,24.273577263382407,-1.1322107315063477,0.0,0.25,1,unknown,0.5,0.0,0.2,0.5,fallback,1.0,documented fallback 0.5 (no estimator),PROJECT_DYNAMIC_PRIOR heuristic (not measured velocity),0.0
